movie_id,title,runtime_minutes,genres,average_rating,num_votes,release_date,production_budget,domestic_gross,worldwide_gross,studio,year,roi_domestic,roi_worldwide
tt2609912,Kevin Hart: Let Me Explain,75.0,Comedy,6.8,7880,2013-07-03,2500000,32244051,32327255,LG/S,2013,12.8976204,12.930902
tt2609912,Kevin Hart: Let Me Explain,75.0,Documentary,6.8,7880,2013-07-03,2500000,32244051,32327255,LG/S,2013,12.8976204,12.930902
tt2627798,The Last Station,0.0,Drama,3.8,6,2010-01-15,18000000,6617867,15696146,SPC,2010,0.3676592777777778,0.8720081111111111
tt3436064,The Last Station,90.0,Documentary,7.6,10,2010-01-15,18000000,6617867,15696146,SPC,2010,0.3676592777777778,0.8720081111111111
tt2631186,Baahubali: The Beginning,159.0,Action,8.1,93243,2015-07-10,40000000,6738000,26736665,BSC,2015,0.16845,0.668416625
tt2631186,Baahubali: The Beginning,159.0,Drama,8.1,93243,2015-07-10,40000000,6738000,26736665,BSC,2015,0.16845,0.668416625
tt2637276,Ted 2,115.0,Comedy,6.3,165843,2015-06-26,68000000,81476385,217214143,Uni.,2015,1.1981821323529411,3.194325632352941
tt2637294,Hot Tub Time Machine 2,93.0,Comedy,5.1,34444,2015-02-20,14000000,12314651,12826644,Par.,2015,0.8796179285714286,0.9161888571428571
tt2637294,Hot Tub Time Machine 2,93.0,Mystery,5.1,34444,2015-02-20,14000000,12314651,12826644,Par.,2015,0.8796179285714286,0.9161888571428571
tt2637294,Hot Tub Time Machine 2,93.0,Sci-Fi,5.1,34444,2015-02-20,14000000,12314651,12826644,Par.,2015,0.8796179285714286,0.9161888571428571
tt2649554,Midnight Special,112.0,Action,6.6,67921,2016-03-18,18000000,3712282,7680250,WB,2016,0.2062378888888889,0.42668055555555556
tt2649554,Midnight Special,112.0,Drama,6.6,67921,2016-03-18,18000000,3712282,7680250,WB,2016,0.2062378888888889,0.42668055555555556
tt2649554,Midnight Special,112.0,Mystery,6.6,67921,2016-03-18,18000000,3712282,7680250,WB,2016,0.2062378888888889,0.42668055555555556
tt2650286,Sultan,0.0,Drama,4.5,56,2016-07-06,11000000,5599781,72989781,Yash,2016,0.509071,6.6354346363636365
tt2650286,Sultan,0.0,Romance,4.5,56,2016-07-06,11000000,5599781,72989781,Yash,2016,0.509071,6.6354346363636365
tt4832640,Sultan,170.0,Action,7.1,33371,2016-07-06,11000000,5599781,72989781,Yash,2016,0.509071,6.6354346363636365
tt4832640,Sultan,170.0,Drama,7.1,33371,2016-07-06,11000000,5599781,72989781,Yash,2016,0.509071,6.6354346363636365
tt4832640,Sultan,170.0,Sport,7.1,33371,2016-07-06,11000000,5599781,72989781,Yash,2016,0.509071,6.6354346363636365
tt2660118,Split,90.0,Comedy,2.9,557,2017-01-20,5000000,138141585,278964806,Uni.,2017,27.628317,55.7929612
tt2660118,Split,90.0,Romance,2.9,557,2017-01-20,5000000,138141585,278964806,Uni.,2017,27.628317,55.7929612
tt2660118,Split,90.0,Sport,2.9,557,2017-01-20,5000000,138141585,278964806,Uni.,2017,27.628317,55.7929612
